07-10 08:57:34.971     0     0 I I00000/HiLog: ========Zeroth log of type: init
07-10 15:50:28.815 19303 19303 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:28.826 19306 19306 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19306 2000 2000] failed
07-10 15:50:28.826 19305 19305 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19305 2000 2000] failed
07-10 15:50:28.826 19305 19305 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:28.826 19305 19305 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:28.826 19306 19306 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:28.826 19306 19306 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:28.978 17189 18667 W C01719/ffrt: 5:RecordTimeoutTask:323 appevent_refresh|7|2|0|SUB|2026-07-10 15:49:58.978|PND|30|1
07-10 15:50:28.978 17189 18667 W C01719/ffrt: 6:RecordTimeoutTask:323 appevent_refresh|6|2|0|CRB|2026-07-10 15:49:58.978|EXE|30|1
07-10 15:50:29.008 17189 17189 I A03d00/JSAPP: [HostManifest] post-self-check summary total=41 registry=15 reducerDirect=26 unimplemented=0 available=41 deviceVerified=14
07-10 15:50:29.008 17189 17189 I A03d00/JSAPP: [EntryAbility] self-check evidence drive complete — see [HostManifest] post-self-check line
07-10 15:50:29.021 17189 18667 W C01719/ffrt: 7:RecordTimeoutTask:323 appevent_timeout|13|2|0|SUB|2026-07-10 15:49:59.020|PND|30|1
07-10 15:50:29.064 19313 19313 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19313 2000 2000] failed
07-10 15:50:29.064 19313 19313 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.064 19313 19313 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.071 19315 19315 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19315 2000 2000] failed
07-10 15:50:29.071 19315 19315 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.071 19315 19315 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.077 19316 19316 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19316 2000 2000] failed
07-10 15:50:29.077 19316 19316 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.077 19316 19316 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.143  1340 19317 W C01719/ffrt: 17:RecordSymbolAndBacktrace:397 Process:com.ohos.sceneboard,Tid:2170,Qos:3,CWorker:4,EWorker:3,SWorker:1,TaskType:0,timeout:30s
07-10 15:50:29.176   432   449 W C01c42/TimeService: uid:5523 id:838270144 wk:0
07-10 15:50:29.177  1340 19317 W C01719/ffrt: 22:RecordSymbolAndBacktrace:405 Tid:2170, Name:OS_FFRT_3_2
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #00 pc 000000000016b2cc /lib/ld-musl-aarch64.so.1
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #01 pc 0000000000026aac /system/lib64/platformsdk/libuv.so
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #02 pc 000000000001603c /system/lib64/platformsdk/libuv.so
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #03 pc 0000000000039ed8 /system/lib64/module/libtaskpool.z.so
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #04 pc 00000000000352f0 /system/lib64/module/libtaskpool.z.so
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #05 pc 00000000000bfd04 /system/lib64/ndk/libffrt.so
07-10 15:50:29.177  1340 19317 W C01719/ffrt: #06 pc 0000000000077900 /system/lib64/ndk/libffrt.so
07-10 15:50:29.177   736  1042 E C01203/Ans: empty reportCacheList
07-10 15:50:29.177   432   449 W C01c42/TimeService: t3 24808566
07-10 15:50:29.179  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:29.180   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:29.180   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:29.180   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:29.180   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:29.180   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:29.180   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:29.181  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:29.307   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:29.307   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:29.308   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:29.308   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:29.308   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:29.308   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:29.308   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:29.308   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:29.308   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:29.308   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:29.308   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:29.308   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:29.308   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:29.616 19319 19319 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19319 2000 2000] failed
07-10 15:50:29.616 19319 19319 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.616 19319 19319 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.621  2409  2409 I C02500/Qemud: Guest heartbeat success.
07-10 15:50:29.624 19319 19319 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19319 2000 2000] failed
07-10 15:50:29.625 19319 19319 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.625 19319 19319 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.793 19323 19323 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19323 2000 2000] failed
07-10 15:50:29.793 19323 19323 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.793 19323 19323 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.800 19325 19325 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19325 2000 2000] failed
07-10 15:50:29.800 19325 19325 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.800 19325 19325 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.800 19327 19327 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19327 2000 2000] failed
07-10 15:50:29.800 19327 19327 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.800 19327 19327 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.800 19326 19326 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19326 2000 2000] failed
07-10 15:50:29.800 19326 19326 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.801 19326 19326 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.808 19329 19329 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19329 2000 2000] failed
07-10 15:50:29.808 19329 19329 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.808 19329 19329 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:29.808 19328 19328 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19328 2000 2000] failed
07-10 15:50:29.808 19328 19328 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:29.808 19328 19328 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.050 19331 19331 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19331 2000 2000] failed
07-10 15:50:30.050 19331 19331 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.050 19331 19331 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.054 19333 19333 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19333 2000 2000] failed
07-10 15:50:30.054 19333 19333 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.054 19333 19333 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.058 19334 19334 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19334 2000 2000] failed
07-10 15:50:30.058 19334 19334 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.058 19334 19334 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.166  1340  2170 I C03f00/ArkCompiler: [gc] IdleGCTrigger: trigger full gc
07-10 15:50:30.168   129  1369 I C01800/SAMGR: NF SA:65962,803_53859
07-10 15:50:30.182  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:30.183   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:30.183   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:30.183   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:30.183   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:30.183   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:30.183   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:30.184  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:30.309   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:30.309   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:30.309   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:30.309   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:30.309   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:30.309   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:30.309   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:30.309   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:30.309   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:30.309   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:30.309   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:30.309   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:30.309   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:30.370   129  1369 I C01800/SAMGR: NF SA:65962,803_53860
07-10 15:50:30.572   129  1369 I C01800/SAMGR: NF SA:65962,803_53861
07-10 15:50:30.590 19336 19336 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19336 2000 2000] failed
07-10 15:50:30.590 19336 19336 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.590 19336 19336 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.597 19336 19336 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19336 2000 2000] failed
07-10 15:50:30.597 19336 19336 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.597 19336 19336 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.772   129  1369 I C01800/SAMGR: NF SA:65962,803_53862
07-10 15:50:30.777 19341 19341 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19341 2000 2000] failed
07-10 15:50:30.777 19341 19341 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.777 19341 19341 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.785 19345 19345 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19345 2000 2000] failed
07-10 15:50:30.785 19344 19344 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19344 2000 2000] failed
07-10 15:50:30.785 19344 19344 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.785 19344 19344 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.785 19345 19345 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.785 19345 19345 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.786 19346 19346 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19346 2000 2000] failed
07-10 15:50:30.786 19346 19346 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.786 19346 19346 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.796 19348 19348 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19348 2000 2000] failed
07-10 15:50:30.796 19347 19347 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19347 2000 2000] failed
07-10 15:50:30.796 19347 19347 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.796 19347 19347 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.796 19348 19348 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:30.796 19348 19348 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:30.974   129  1369 I C01800/SAMGR: NF SA:65962,803_53863
07-10 15:50:31.033 19351 19351 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19351 2000 2000] failed
07-10 15:50:31.033 19351 19351 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.033 19351 19351 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.039 19353 19353 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19353 2000 2000] failed
07-10 15:50:31.039 19353 19353 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.039 19353 19353 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.046 19354 19354 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19354 2000 2000] failed
07-10 15:50:31.046 19354 19354 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.046 19354 19354 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.171  1340  1340 I C03f00/ArkCompiler: [45004c0045005] [gc] IdleGCTrigger: trigger young gc
07-10 15:50:31.175   129  1369 I C01800/SAMGR: NF SA:65962,803_53864
07-10 15:50:31.194  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:31.195   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:31.195   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:31.195   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:31.195   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:31.195   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:31.195   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:31.199  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:31.204   136   136 E C02c11/APPSPAWN: [appspawn_kickdog.c:29]open /sys/kernel/hungtask/userlist fail,errno:2
07-10 15:50:31.310   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:31.310   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:31.310   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:31.310   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:31.310   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:31.310   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:31.310   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:31.310   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:31.310   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:31.310   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:31.310   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:31.310   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:31.310   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:31.376   129  1369 I C01800/SAMGR: NF SA:65962,803_53865
07-10 15:50:31.376   803   860 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
07-10 15:50:31.376   803   860 I C01409/APS_MANAGER: request system service object is not ready yet!
07-10 15:50:31.574 19356 19356 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19356 2000 2000] failed
07-10 15:50:31.574 19356 19356 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.574 19356 19356 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.580 19356 19356 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19356 2000 2000] failed
07-10 15:50:31.580 19356 19356 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.580 19356 19356 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.767 19359 19359 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19359 2000 2000] failed
07-10 15:50:31.768 19359 19359 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.768 19359 19359 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.774 19361 19361 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19361 2000 2000] failed
07-10 15:50:31.774 19361 19361 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.774 19361 19361 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.774 19363 19363 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19363 2000 2000] failed
07-10 15:50:31.774 19363 19363 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.774 19363 19363 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.775 19362 19362 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19362 2000 2000] failed
07-10 15:50:31.775 19362 19362 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.775 19362 19362 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.784 19365 19365 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19365 2000 2000] failed
07-10 15:50:31.784 19364 19364 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19364 2000 2000] failed
07-10 15:50:31.784 19364 19364 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.784 19364 19364 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:31.784 19365 19365 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:31.784 19365 19365 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:32.047 19367 19367 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19367 2000 2000] failed
07-10 15:50:32.047 19367 19367 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:32.047 19367 19367 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:32.054 19369 19369 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19369 2000 2000] failed
07-10 15:50:32.054 19369 19369 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:32.054 19369 19369 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:32.060 19370 19370 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [19370 2000 2000] failed
07-10 15:50:32.060 19370 19370 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:32.060 19370 19370 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:32.200  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:32.202   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:32.202   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
